藥品代碼,商品名稱,藥品學名,藥品中文名,ATC_CODE1,藥品分類代碼說明,DC藥預設替代藥,盤點分類,衛署適應症,商品名
MIR03O,Mirobect 50mg Tab,ATENOLOL,脈樂必克(白色橢圓形)膜衣錠,C07AB03,口服藥,,口服,高血壓、狹心症,MIROBECT
MIR04O,Mirapex PR 0.375mg Tab,PRAMIPEXOLE,樂伯克(白色圓形)持續性藥效錠,N04BC05,口服藥,,口服,治療巴金森氏症的徵候及症狀,MIRAPEX
MIR05O,MIRAPEX PR 1.5MG TAB,PRAMIPEXOLE,樂伯克(白色橢圓形)持續性藥效錠,N04BC05,口服藥,,口服,治療巴金森氏症的徵候及症狀。,MIRAPEX
MIY01O,Miyarisan BM 1gm pack,CLOSTRIDIUM BUTYRICUM MIYAIRI,妙利散,A07FA,口服藥,,口服,緩解輕度腹瀉、腹痛及便秘、整腸（調整排便）、軟便,MIYARISAN
MIY02O,Miyaphargen FC Tab,"DL-METHIONINE,GLYCINE,GLYCYRRHIZIN",妙化肝(白色圓形)膜衣錠,A05BA,口服藥,,口服,肝炎、肝臟障礙、胃炎、胃酸過多症、胃潰瘍、十二指腸潰瘍、濕疹、皮膚炎、蕁麻疹、圓型脫毛症、鼻炎、支氣管痙攣。,MIYAPHARGEN
MMR04I,MMR II (自費) Vaccine,MEASLES-MUMPS-RUBELLA VACCINE,"麻疹, 腮腺炎及德國麻疹三種混合疫苗注射劑",J07BD52,鎖檔,,冰箱(針劑),麻疹、腮腺炎及德國麻疹之主動免疫。,MMR
MMR06I,MMR (自費) Vaccine LiveAtd SII,MEASLES-MUMPS-RUBELLA VACCINE,,無,注射藥預設一份,,冰箱(針劑),,MMR
MOC01O,Mocalm 0.5/10mg Tab,"FLUPENTIXOL 0.5MG,MELITRACEN 10MG",永康緒(粉紅色圓凸形)錠劑,N06AA14,口服藥,,口服,焦慮症、憂鬱症。,MOCALM
MOD02O,Modipanol F.C 1mg Tab #3,FLUNITRAZEPAM,美得眠(綠色長柱形)膜衣錠,N05CD03,管三非麻醉藥,,管3,失眠。,MODIPANOL
MON04O,Monurol Granular Powder#,FOSFOMYCIN TROMETAMOL,梅樂黴素(白色粉末)顆粒劑,J01XX01,口服藥,,口服,"成年女性及青少女之急性非複雜性膀胱炎、成年男性接受經直腸前列腺切片檢查之預防性抗生素。(2024/2修訂)

",MONUROL
MOP01O,Mopride 5mg Tab,MOSAPRIDE,摩舒胃清(白色扁長圓柱形)膜衣錠,A03FA09,口服藥,,口服,消化器官蠕動機能異常引起之不適症狀，包括心窩灼熱、噁心、嘔吐。,MOPRIDE
MOR01I,Morphine 10mg/1ml Amp #1,MORPHINE,嗎啡,N02AA01,成隱性麻醉藥,,管1,鎮痛,MORPHINE
MOR03I,Moriamin-SN 200ml Bot,"AMINO ACIDS (17),AMINOACETIC ACID",蒙利安命賜源,B05BA01,全靜脈營養製劑,,TPN,不能攝取適當食物之患者之補助治療劑、蛋白質消化吸收障礙及其合成利用障礙、嚴重創傷、火傷、骨折時蛋白質之補給、蛋白質攝取減少之營養失調症,MORIAMIN-SN
MOR06O,Morphine Sulphate 15mg Tab #1,Morphine Sulphate,硫酸嗎啡(白色圓凸形)錠,N02AA01,成隱性麻醉藥,,管1,重度疼痛之緩解,MORPHINE
MOU01I,Mounjaro 2.5mg/0.6mL/dose KwikPen,Tirzepatide,猛健樂注射劑2.5毫克/0.6毫升,A10BX16,注射藥,,冰箱(針劑),作為飲食及運動療法之外的輔助治療，用於改善第二型糖尿病成人病人之血糖控制。 說明: MOUNJARO可做為單一療法或與其他糖尿病治療藥物合併使用。使用限制：MOUNJARO尚未在有胰臟炎病史的病人中進行研究。MOUNJARO不可用於第一型糖尿病病人。,MOUNJARO
MOU02I,Mounjaro 5mg/0.6mL/dose KwikPen,Tirzepatide,猛健樂注射劑5毫克/0.6毫升,A10BX16,注射藥,,冰箱(針劑),作為飲食及運動療法之外的輔助治療，用於改善第二型糖尿病成人病人之血糖控制。 說明: MOUNJARO可做為單一療法或與其他糖尿病治療藥物合併使用。使用限制：MOUNJARO尚未在有胰臟炎病史的病人中進行研究。MOUNJARO不可用於第一型糖尿病病人。,MOUNJARO
MOU03I,Mounjaro 7.5mg/0.6mL/dose KwikPen,Tirzepatide,猛健樂筆7.5毫克/0.6毫升,A10BX16,注射藥,,冰箱(針劑),作為飲食及運動療法之外的輔助治療，用於改善第二型糖尿病成人病人之血糖控制。 說明: MOUNJARO可做為單一療法或與其他糖尿病治療藥物合併使用。 使用限制 ?MOUNJARO尚未在有胰臟炎病史的病人中進行研究。 ?MOUNJARO不可用於第一型糖尿病病人。,MOUNJARO
MOU04I,MOUNJARO 10MG/0.6ML/DOSE KwikPen,Tirzepatide,猛健樂筆10毫克/0.6毫升,A10BX16,注射藥,,冰箱(針劑),作為飲食及運動療法之外的輔助治療，用於改善第二型糖尿病成人病人之血糖控制。 說明: MOUNJARO可做為單一療法或與其他糖尿病治療藥物合併使用。 使用限制 ?MOUNJARO尚未在有胰臟炎病史的病人中進行研究。 ?MOUNJARO不可用於第一型糖尿病病人。,MOUNJARO
MOU05I,MOUNJARO 12.5MG/0.6ML/DOSE KwikPen,Tirzepatide,猛健樂筆12.5毫克/0.6毫升,A10BX16,注射藥,,冰箱(針劑),作為飲食及運動療法之外的輔助治療，用於改善第二型糖尿病成人病人之血糖控制。 說明: MOUNJARO可做為單一療法或與其他糖尿病治療藥物合併使用。 使用限制 ?MOUNJARO尚未在有胰臟炎病史的病人中進行研究。 ?MOUNJARO不可用於第一型糖尿病病人。,MOUNJARO
MUA01O,Muaction SR 100mg Tab #4,TRAMADOL HCL,妙而通(白色圓凸形)錠劑,N02AX02,管四非麻醉藥,,管4,中度至嚴重性的急慢性疼痛,MUACTION
MUL01O,Multaq 400mg FC Tab#,DRONEDARONE HYDROCHLORIDE,脈泰克膜衣錠400毫克,C01BD07,口服藥,,口服,MULTAQ適用於最近6個月內有陣發性或持續性心房纖維顫動 (AF) 或心房撲動 (AFL)，且目前處於竇性節律（sinus rhythm）狀態的患者，可降低病患發生心房顫動而住院的風險。,MULTAQ
MYC01I,Mycamine 50mg Vial#,MICAFUNGIN SODIUM,米開民注射劑,J02AX05,注射藥,,針劑,1. 治療4個月以上兒童與成人病人的念珠菌血症、急性播散性念珠菌病、念珠菌腹膜炎及膿瘍。2. 治療未滿4個月兒童病人的念珠菌血症、急性播散性念珠菌病、未合併腦膜腦炎和/或眼擴散之念珠菌腹膜炎及膿瘍。3. 治療4個月 ...後略，請點選【藥品仿單】分頁查閱,MYCAMINE
MYC02O,Mycobutin 150mg Cap,RIFABUTIN,淨核(濁紅橙/濁紅橙長圓柱形)膠囊,J04AB04,口服藥,,口服,預防免疫抑制病人細胞內禽結核分枝桿菌（ＭＡＣ；　Ｍ ＹＣＯＢＡＣＴＥＲＩＡＡＶＩＵＭ　ＩＮＴＲＡＣＥＬＬＵＬＡＲＥ　ＣＯＭＰＬＥＸ）感染，治療肺結核桿菌所引起之感染症。,MYCOBUTIN
MYC03E,My Comb Cream 6gm,"NEOMYCIN,NYSTATIN,GRAMICIDIN,TRIAMCINOLO",美康乳膏,D07CB01,外用預設一份,,外用,濕疹、過敏性和發炎性皮膚病、續發性細菌或黴菌感染（念珠菌感染）,MY
MYC04O,Mycros 0.5mg Tab,METOLAZONE,脈可洛適(白色圓扁形)錠,C03BA08,口服藥,Rixia 0.5mg Tab,口服,高血壓,MYCROS
MYC05O,Mycocep 250mg Cap,MYCOPHENOLATE MOFETIL,喜妥善(淺青/淺紅橙長圓柱形)膠囊,L04AA06,口服藥,,口服,與Cyclosporin和類固醇合併使用，以預防或緩解腎臟移植之急性器官排斥、預防心臟和肝臟移植之急性器官排斥。與皮質類固醇合併使用，Mycocep適用於在患有International Society of Nephrology/Renal Pathology Societ ...後略，請點選【藥品仿單】分頁查閱,MYCOCEP
MYF01O,Myfortic 180mg Tab#,MYCOPHENOLIC ACID,睦體康(淺綠圓凸形)腸衣錠劑180毫克,L04AA06,口服藥,,口服,1. 併用以cyclosporin的微乳劑型 (Microemulsion) 和皮質固醇以預防腎臟移植病人之急性排斥現象發生。2. 適用於在患有WHO第III、IV或第V類狼瘡性腎炎 (Lupusnephritis， LN) 的成人病人中作為前導與維持治療。此一適 ...後略，請點選【藥品仿單】分頁查閱,MYFORTIC
NAL01I,Naloxone 0.4mg/1ml Amp,NALOXONE,解麻注射液,V03AB15,注射藥,,針劑,麻醉藥品過量之解毒劑。,NALOXONE
NAL02I,Naldebain ER 150mg/2ml Vial,DINALBUPHINE SEBACATE,納疼解長效注射液,N02AF02,注射藥預設一份,,針劑,對預期手術後之中、重度急性疼痛，以預先給藥的方式緩解。,NALDEBAIN
NAP04O,Naposin 250mg Tab,NAPROXEN,能百鎮(淡黃橙圓扁形)錠劑,M01AE02,口服藥,,口服,急慢性風濕關節炎、關節局部腫脹、強直性脊椎關節炎、脊椎炎、椎關節炎、關節周圍炎、上腕肩甲骨炎及骨骼肌不適之粘液囊炎、腱鞘炎之消炎、鎮痛解熱,NAPOSIN
NAT01E,Natesto Nasal Gel 5.5mg/d;60d,TESTOSTERONE,耐他妥鼻內凝膠劑,G03BA03,外用預設一份,,外用,適合在成年男性中作為睪固酮補充療法，經臨床徵象及實驗室檢驗確認因睪固酮缺乏之男性生殖腺功能不足症(hypogonadism)的替代治療。,NATESTO
NAT03O,Natrilix SR 1.5mg Tab,INDAPAMIDE HEMIHYDRATE,鈉催離(白色圓凸形)錠劑,C03BA11,口服藥,,口服,高血壓,NATRILIX
NAV04O,Navelbine 20mg Soft Cap#,VINORELBINE TARTRATE,溫諾平(淺棕色卵圓形)軟膠囊,L01CA04,口服化學治療藥物,,冰箱(口服),1.非小細胞肺癌  2.轉移性乳癌。,NAVELBINE
NAV05O,NAVELBINE 30mg Soft Cap#,VINORELBINE TARTRATE,溫諾平(粉紅色長橢圓形)軟膠囊,L01CA04,口服化學治療藥物,,冰箱(口服),1.非小細胞肺癌  2.轉移性乳癌。,NAVELBINE
NEB01I,Nebido 1000mg/4ml,TESTOSTERONE UNDECANOATE,耐必多注射劑,G03BA03,注射藥,,針劑,經臨床徵象及實驗室檢驗確認因睪固酮缺乏之男性生殖腺功能不足症(hypogonadism)的替代治療。,NEBIDO
NEB01O,Nebilet 5mg Tab,Nebivolol,耐比洛(白色圓形)錠,C07AB12,口服藥,,口服,治療原發性高血壓。,NEBILET
NEO01E,Neomycin Oint 0.5%;28gm,NEOMYCIN SULFATE,新黴素軟膏,D06AX04,外用預設一份,,外用,緊急處理、預防因皮膚外傷(如刀傷、擦傷、刺傷、抓傷、磨傷、輕微燙傷)造成的感染或減緩傷口的感染。,NEOMYCIN
NEO02E,Neostigmin Eye Drop 0.01%;10ml,NEOSTIGMINE METHYLSULFATE,硫酸甲酯新斯狄明,S01EB06,外用預設一份,,外用,眼球肌肉症狀之改善,NEOSTIGMIN
NEO02O,Neomycin 250mg Cap,NEOMYCIN SULFATE,紐奧黴素(深棕/橘色長圓柱形)膠囊,J01GB05,口服藥,,口服,手術前或肝昏迷之病人用於腸道局部殺菌,NEOMYCIN
NEO04E,NEO 100 14400g/150mL Bot,Purified perillyl alcohol,,無,個案藥,,冰箱(外用),,NEO
NEO05O,Neoral 25mg Cap#,CYCLOSPORINE,新體睦(淺灰橢圓形)軟膠囊25毫克,L04AD01,口服藥,,口服,預防器官移植及骨髓移植後之移植排斥；預防移植反宿主疾病；活動性有失明危險之中部或後部非感染性葡萄膜炎，使用傳統療法無法控制者；Behcet 病一再發炎，且已侵犯視網膜者；替代性療法無效或不適用之嚴重乾癬；標準 ...後略，請點選【藥品仿單】分頁查閱,NEORAL
NEO05S,Neoral Solution 100mg/ml;50ml#,CYCLOSPORINE,新體睦口服溶液100毫克/毫升,L04AD01,口服分裝藥,,外用,預防器官移植及骨髓移植後之移植排斥、預防移植反宿主疾病、活動性有失明危險之中部或後部非感染性葡萄膜炎、使用傳統療法無法控制者、BECHET病一再發炎、且已侵犯視網膜者、替代性療法無效或不適用之嚴重性乾癬、標 ...後略，請點選【藥品仿單】分頁查閱,NEORAL
NEO06O,Neoral 100mg Cap#,CYCLOSPORINE,新體睦(淺灰長圓柱形)軟膠囊100毫克,L04AD01,口服藥,,口服,預防器官移植及骨髓移植後之移植排斥；預防移植反宿主疾病；活動性有失明危險之中部或後部非感染性葡萄膜炎，使用傳統療法無法控制者；Behcet 病一再發炎，且已侵犯視網膜者；替代性療法無效或不適用之嚴重乾癬；標準 ...後略，請點選【藥品仿單】分頁查閱,NEORAL
NEP01I,Nephrosteril 7% 250ml,"AMINO ACIDS 7%(60% ESSENTIAL, 40% NON-ES",腎福諾,B05BA01,注射藥,,針劑,,NEPHROSTERIL
NER01O,Nerlynx 40mg Tab,NERATINIB,賀儷安(紅色橢圓形)膜衣錠,L01EH02,口服化學治療藥物,,口服,1. 早期乳癌的強化輔助性治療：NERLYNX單一療法，適用於患有人類表皮生長因子受體2 (HER2) 陽性之早期乳癌成人病人，作為在含trastuzumab輔助性療法之後的強化輔助性治療。2. 晚期或轉移性乳癌：NERLYNX與capecitabi ...後略，請點選【藥品仿單】分頁查閱,NERLYNX
NES02I,NESP Inj Plastic 20mcg/0.5ml Syringe#,DARBEPOETIN ALFA,耐血比注射劑20微克/0.5毫升,B03XA02,注射藥,,冰箱(針劑),治療與慢性腎臟功能失調有關的貧血症狀或因此而需要輸血的患者，治療與癌症化學治療有關的症狀性貧血。,NESP
NEU01E,Neupro Transdermal 4mg/24h/Patch#,ROTIGOTINE,紐普洛穿皮貼片劑4毫克/24小時,N04BC09,外用藥,,外用,原發性帕金森氏症。,NEUPRO
NEU01O,Neuquinon 10mg Tab,UBIDECARENONE,能淤奇朗(紅色圓凸形)錠劑,C01EB09,口服藥,,口服,心衰竭之輔助療法,NEUQUINON
NEU02E,NEUPRO Transdermal 6mg/24h/Patch#,ROTIGOTINE,紐普洛穿皮貼片劑6毫克/24小時,N04BC09,外用藥,,外用,原發性帕金森氏症。,NEUPRO
NEU03O,Neurontin 100mg Cap#,GABAPENTIN,鎮頑癲(白色/米白色長圓柱形)膠囊,N02BF01,口服藥,,口服,治療成人及三歲以上兒童局部癲癇發作之輔助療法。帶狀庖疹後神經痛。,NEURONTIN
NEU04O,NEURONTIN 300mg Cap,GABAPENTIN,鎮頑癲(淺黃/淺黃長圓柱形)膠囊,N02BF01,口服藥,,口服,治療成人及三歲以上兒童局部癲癇發作之輔助療法。帶狀庖疹後神經痛。,NEURONTIN
NEX01O,Nexium 40mg Tab#,ESOMEPRAZOLE,耐適恩(淺桃紅長橢圓形)錠劑,A02BC05,口服藥,,口服,胃食道逆流性疾病-糜爛性逆流性食道炎之治療。-胃食道逆流性疾病之症狀治療。與適當之抗菌劑療法併用，以根除幽門螺旋桿菌，及治療-由幽門螺旋桿菌引發之十二指腸潰瘍。需要持續使用非類固醇抗發炎藥(NSAID)之病患。 ...後略，請點選【藥品仿單】分頁查閱,NEXIUM
NEX02O,Nexavar 200mg Tab#,SORAFENIB,蕾莎瓦(紅色圓凸形)膜衣錠,L01EX02,口服化學治療藥物,,口服,轉移性或無法手術切除且不適合局部治療或局部治療失敗之晚期肝細胞癌(HCC)。晚期腎細胞癌(RCC)且已接受interferon-alpha或interleukin-2治療失敗，或不適合以上兩種藥物治療之病患。放射性碘治療無效之局部晚期或轉移性的進行性(progressive)分化型甲狀腺癌(DTC)。,NEXAVAR
NIC01E,Nicorette QuickMist 1mg Spray; 150 Dose,NICOTINE,尼古清戒菸噴霧,N07BA01,外用分裝藥,,外用,戒菸輔助劑。,NICORETTE
NIC04O,Nicorette 2mg Chewing Gum,NICOTINE,尼古清(白色方型)薄荷咀嚼錠2毫克,N07BA01,口服藥,,口服,戒菸輔助劑。,NICORETTE
NIC05O,NICORETTE 4MG CHEWING GUM,NICOTINE,尼古清(鵝黃色方型)薄荷咀嚼錠4毫克,N07BA01,鎖檔,,口服,戒菸輔助劑。,NICORETTE
NIF01O,Nifedipine SRFC 30mg Tab,NIFEDIPINE,恆脈循(紅色雙凸圓形)持續性膜衣錠,C08CA05,口服藥,,口服,狹心症、高血壓。,NIFEDIPINE
NIG01O,Nigoline 10mg Tab,NICERGOLINE,暢循脈(淺黃色圓扁形)錠,C04AE02,口服藥,,口服,末梢血管循環障礙,NIGOLINE
NIL02O,Nilasen 24mg Tab,BETAHISTINE 2HCL,寧耳眩(白色圓凸型)錠,N07CA01,口服藥,,口服,梅尼爾氏症候群所引起之暈眩、聽力障礙。前庭性暈眩的症狀治療。,NILASEN
NIM01I,Nimotop 0.02%/50ml Vial#,NIMODIPINE,腦妥,C08CA06,注射藥,,針劑,預防、治療因動脈瘤引起之蜘蛛膜下出血後，腦血管痙攣所引起的缺血性神經缺損。,NIMOTOP
NIM01O,Nimotop 30mg Tab,NIMODIPINE,腦妥(濁黃圓扁形)錠劑,C08CA06,口服藥,,口服,預防、治療因動脈瘤引起蜘蛛膜下出血後、腦血管痙攣所引起的缺血性神經缺損。,NIMOTOP
NIM03I,Nimbex 10mg/5ml Amp,CISATRACURIUM BESYLATE,肌弛適注射液,M03AC11,注射藥,,冰箱(針劑),本品為一高選擇性及競爭性的非去極化神經肌肉阻斷劑。可作為手術全身麻醉劑之輔助劑或加護病房使用，用以鬆弛骨骼肌，幫助氣管插管及與人工呼吸器的協調。,NIMBEX
NIN01O,Ninlaro 3mg Cap,Ixazomib citrate,免瘤諾(淺灰色橢圓形)膠囊3毫克,L01XG03,口服化學治療藥物,,口服,1.合併 lenalidomide 及 dexamethasone 用於接受過至少一線治療的多發性骨髓瘤成年病人。2.多發性骨髓瘤成年病人接受自體幹細胞移植後的維持治療。3.多發性骨髓瘤成年病人未接受幹細胞移植的維持治療。,NINLARO
NIN02E,Nincort Oral Gel 6gm Tube,TRIAMCINOLONE ACETONIDE,寧康口內膠,A01AC01,外用預設一份,,外用,齒肉、口腔粘膜、舌、潰瘍性口內炎、口角炎等急慢性炎症之治療、齒槽膿漏、假牙刺激部疾患,NINCORT
NIN02O,NINLARO 4MG CAP,Ixazomib citrate,免瘤諾(淺橘色橢圓形)膠囊4毫克,L01XG03,個案藥,,口服,1.合併 lenalidomide 及 dexamethasone 用於接受過至少一線治療的多發性骨髓瘤成年病人。2.多發性骨髓瘤成年病人接受自體幹細胞移植後的維持治療。3.多發性骨髓瘤成年病人未接受幹細胞移植的維持治療。,NINLARO
NIV01I,Nivestim 300mcg/0.5ml Syringe,FILGRASTIM,奈維血添注射液,L03AA02,注射藥,,冰箱(針劑),適應症：1. 動員造血幹細胞至周邊血中。2. 促進造血幹細胞移植時嗜中性白血球數的增加。3. 癌症化學療法所引起之嗜中性白血球減少症。4. 先天性、特異性嗜中性白血球缺乏症。,NIVESTIM
NOL01O,Nolvadex 10mg Tab#,TAMOXIFEN,諾瓦得士(白色圓扁形)錠,L02BA01,口服化學治療藥物,,口服,轉移性乳癌之治療、乳癌手術後之輔助療法。,NOLVADEX
NOO02I,Noopol 1gm/5ml Amp#,PIRACETAM,腦寶注射液,N06BX03,注射藥,,針劑,對腦血管障礙及老化所引起之智力障礙可能有效，治療皮質性陣發性抽搐,NOOPOL
NOR01I,Norepinephrine 4mg/4ml Amp,NOREPINEPHRINE BITARTRATE (L-ARTERENOL/L,諾比奈芬注射液,C01CA03,注射藥,,針劑,急性低血壓、心跳停止。,NOREPINEPHRINE
NOR01O,Norina 5mg Tab,NORETHISTERONE ACETATE,諾莉娜錠(白色圓扁形)5毫克,G03DC02,口服藥,,口服,須黃體荷爾蒙治療之婦科疾患，機能不全性子宮出血及其復發之預防。,NORINA
NOR04I,Normal Saline 20ml,SODIUM CHLORIDE,生理食鹽水注射液,B05XA03,注射藥,,針劑,水份補給,NORMAL
NOR07O,Norvasc 5mg Tab,AMLODIPINE BESYLATE,脈優(白色長形八邊形)錠劑,C08CA01,口服藥,,口服,高血壓、心絞痛。,NORVASC
NOR26I,Isotonic NaCl 500ml 塑膠瓶,SODIUM CHLORIDE,生理食鹽水注射液,B05XA03,注射藥,,針劑,水份補給,ISOTONIC
NOR28E,N.S. Irrigation 500ml 塑膠瓶,SODIUM CHLORIDE,生理食鹽水沖洗液,B05CB01,外用藥,,外用,皮膚、創傷面黏膜等的洗淨、含漱，支氣管黏膜洗淨。促進咳痰排　　　　　出及醫療用器具的洗淨。,N.S.
NOR29E,N.S. Irrigation 1000ml 塑膠瓶,SODIUM CHLORIDE,生理食鹽水沖洗液,B05CB01,臨時代碼(常備藥鎖檔),,外用,皮膚、創傷面黏膜等的洗淨、含漱，支氣管黏膜洗淨。促進咳痰排　　　　　出及醫療用器具的洗淨。,N.S.
NOT02O,Notholic FC 50mg Tab,NALTREXONE HCL,納霍利(黃色橢圓形)膜衣錠,N07BB04,口服藥,,口服,治療酒精成癮及拮抗類鴉片製劑的作用。,NOTHOLIC
NOV01I,Novamin 5mg/1ml Amp,PROCHLORPERAZINE,諾安命,N05AB04,注射藥,,針劑,精神病狀態、噁心、嘔吐,NOVAMIN
NOV04I,NovoRapid Penfill 300iu/3ml,INSULIN ASPART,諾和瑞 諾芯管,A10AB05,注射藥,,冰箱(針劑),糖尿病。,NOVORAPID
NOV07I,NovoRapid FLEXPEN 300iu/3ml#,INSULIN ASPART,諾和瑞 諾易筆,A10AB05,注射藥,,冰箱(針劑),糖尿病。,NOVORAPID
NOV08I,NovoMix 30 FlexPen 300iu/3ml#,"30%INSULIN ASPART,70%PROTAMINE",諾和密斯30諾易筆注射劑,A10AD05,注射藥,,冰箱(針劑),糖尿病。,NOVOMIX
NTG01O,NTG (Nitrostat) 0.6mg Tab,NITROGLYCERIN,耐絞寧(白色圓扁形)錠劑,C01DA02,臨時代碼(常備藥鎖檔),,口服,狹心症之治療及預防,NTG
NUB01O,Nubeqa 300mg Tab,Darolutamide,諾博戈(灰白色橢圓形)膜衣錠,L02BB06,口服化學治療藥物,,口服,1.治療非轉移性的去勢抗性前列腺癌(nmCRPC)的病人。2.與docetaxel併用於治療轉移性的去勢敏感性前列腺癌(mCSPC，又稱 mHSPC)的病人。,NUBEQA
NUC02I,Nucala 100mg/1ml Pen,MEPOLIZUMAB,舒肺樂注射劑,R03DX09,注射藥預設一份,,冰箱(針劑),1. 嚴重氣喘之維持治療：表現型為嗜伊紅性白血球的嚴重氣喘且控制不良(severe refractory eosinophilic asthma)之6歲以上病人之附加維持治療。2. 慢性鼻竇炎合併鼻息肉之維持治療：患有慢性鼻竇炎合併鼻息肉[chronic ...後略，請點選【藥品仿單】分頁查閱,NUCALA
NUR01O,Nurtec OD 75mg Tab,RIMEGEPANT,紐舒泰(灰白色圓形)口溶錠,N02CD06,口服藥,,口服,１、偏頭痛的急性治療：適用於成人有或無預兆之偏頭痛的急性治療 ２、陣發性偏頭痛的預防性治療：適用於成人陣發性偏頭痛的預防性治療,NURTEC
NUS01O,Nuspas 0.125mg Tab,HYOSCYAMINE SULFATE,痙得寧(白色圓扁形)錠,A03BA03,口服藥,,口服,下列疾患之痙攣及運動機能亢進、胃潰瘍、胃酸分泌過多、內臟痙攣、痙攣性結腸炎、膀胱炎、幽門痙攣、妊娠嘔吐、腎痠痛、膽痠痛、痛經。,NUSPAS
NUT01I,Nutriflex Peri 40/80;1000ml,"AMINO ACIDS 4%, GLUCOSE8%, ELECTROLYTES",欣保康力,B05BA10,鎖檔,,TPN,無法經口服攝食或腸道吸收營養、功能不全或有禁忌症時，對輕微到中等異化作用狀態的病人的靜脈營養提供氨基酸、葡萄糖、電解質和液體。欣保康力靜脈營養輸注液適用於成人和2 到17 歲的兒童。,NUTRIFLEX
NUT04I,NUTRIFLEX SPECIAL 70/240 1000ml Bag,"AMINO ACIDS,GLUCOSE,ELECTROLYTES",欣保康優靜脈營養輸注液,B05BA10,鎖檔,,TPN,無法經口服攝食或腸道吸收營養、功能不全有禁忌症時，對中等到嚴重異化作用狀態的病人的靜脈營養提供氨基酸、 葡萄糖、電解質和液體。欣保康優靜脈營養輸注液適用於成人和 2 到17 歲的兒童。,NUTRIFLEX
NYS01O,Nystatin 500000u Cap,NYSTATIN,寧司泰定(暗紅/淡紅紫長圓柱形)膠囊,A07AA02,口服藥,,口服,腸道念珠菌感染症之預防與治療、當廣效性抗生素或類固醇療法時併用為念珠菌過度增殖之預防療法。,NYSTATIN
OFE01O,Ofev Soft 150mg Cap#,Nintedanib ethanesulfonate,抑肺纖(棕褐長圓柱形)軟膠囊,L01EX09,口服藥,,口服,1、特發性肺纖維化(idiopathic pulmonary fibrosis)：適用於治療特發性肺纖維化(IPF)。2、與全身性硬化症有關之間質性肺病：適用於減緩與全身性硬化症有關之間質性肺病（SSc-ILD）病人的肺功能下降速度。3、慢性漸進性纖維化間質性肺病(PF-ILD)。,OFEV
OLA01O,Olan OD 5mg Tab,OLANZAPINE,若寧(黃色圓形)口溶錠,N05AH03,口服藥,,口服,思覺失調症及其他明顯有正性及/或負性之精神病，雙極性疾患之躁期發作，預防雙極性疾患之復發。,OLAN
OLM03O,Olmetec FC 40mg Tab,OLMESARTAN MEDOXOMIL,雅脈(白色橢圓形)膜衣錠,C09CA08,口服藥,,口服,高血壓。,OLMETEC
OLS01O,OlsaaCa 5/40mg Tab,"AMLODIPINE 5MG,OLMESARTAN 40MG",優惠脈(黃色圓形)錠,C09DB02,口服藥,,口服,治療高血壓，此複方Amlodipine/ Olmesartan medoxomil不適合用於起始治療。,OLSAACA
OLU01O,Olumiant 4mg Tab,BARICITINIB,愛滅炎(粉紅色圓形)膜衣錠,L04AA37,口服藥,,口服,1、類風濕性關節炎：合併methotrexate 或其他傳統型疾病緩解型抗風濕藥物(DMARDs)，用於治療患有中度到重度活動性類風濕性關節炎且對至少一種疾病緩解型抗風濕藥物(DMARDs)無法產生適當治療反應或無法耐受之成人病人 ...後略，請點選【藥品仿單】分頁查閱,OLUMIANT
OMJ01O,Omjjara 200mg Tab,Momelotinib Dihydrochloride Monohydrate,奧莫嘉膜衣錠200毫克,L01EJ04,鎖檔,,口服,適用於有貧血的中度或高風險骨髓纖維化(包括原發性骨髓纖維化、真性紅血球增多症後骨髓纖維化、或血小板增多症後骨髓纖維化)成人病人。,OMJJARA
ONC01I,OncoTICE(2-8x10^8 CFU) Vial (BCG),BCG,,L03AX03,注射藥預設一份,,冰箱(針劑),,ONCOTICE(2-8X10^8
ONG01O,ONGLYZA FC 5MG TAB#,Saxagliptin,昂格莎(粉紅雙凸圓形)膜衣錠,A10BH03,口服藥,,口服,第二型糖尿病。,ONGLYZA
ONG03O,Ongentys 50mg Cap,OPICAPONE,歐健體斯(深藍色圓柱形)膠囊,N04BX04,口服藥,,口服,表現藥效終期運動功能波動現象(end-of-dose motor fluctuations)，以左多巴/多巴脫羧基?抑制劑(levodopa/DOPA decarboxylase inhibitors)無法達到穩定治療效果之巴金森氏症成人病人的輔助治療。,ONGENTYS
OPI01E,Opiodur Patch 12mcg/h #2,FENTANYL,歐必德穿皮貼片劑 12微公克/小時,N02AB03,鎖檔,Fentanyl Patch 12.5mcg/hr #2,管2,需要使用類鴉片製劑控制的慢性疼痛和頑固性疼痛。,OPIODUR
OPI02E,Opiodur Patch 25mcg/h #2,FENTANYL,歐必德穿皮貼片劑 25 微公克/小時,N02AB03,成隱性麻醉藥,,管2,需要使用類鴉片製劑控制的慢性疼痛和頑固性疼痛。,OPIODUR
OPS01O,Opsumit 10mg Tab#,macitentan,傲朴舒(白色圓扁型錠劑)膜衣錠,C02KX04,口服藥,,口服,原發性肺動脈高血壓,OPSUMIT
